,adult,genre_ids,id,original_language,original_title,popularity,release_date,title,video,vote_average,vote_count
747,False,"['Horror', 'Mystery']",19912,en,The Final Destination,12.887,2009-08-28,The Final Destination,False,5.6,1701
748,False,['Comedy'],10201,en,Yes Man,10.937,2008-12-19,Yes Man,False,6.5,3660
749,False,"['Comedy', 'Drama']",9388,en,Thank You for Smoking,9.869,2005-03-17,Thank You for Smoking,False,7.2,1175
750,False,"['Comedy', 'Drama']",65057,en,The Descendants,13.782,2011-11-18,The Descendants,False,6.8,1574
751,False,"['Adventure', 'Fantasy']",11976,en,Legend,13.454,1986-04-18,Legend,False,6.2,542
752,False,"['Fantasy', 'Comedy', 'Adventure']",1832,en,Dogma,8.655,1999-11-12,Dogma,False,6.9,1390
753,False,"['Comedy', 'Music', 'Romance', 'TV Movie']",35558,en,Starstruck,6.646,2010-02-14,Starstruck,False,6.8,677
754,False,"['Adventure', 'Drama', 'Action', 'History', 'War']",10047,en,Joan of Arc,10.735,1999-11-12,The Messenger: The Story of Joan of Arc,False,6.3,747
755,False,"['Horror', 'Thriller', 'Fantasy', 'Drama']",11586,en,Exorcist II: The Heretic,9.054,1977-06-17,Exorcist II: The Heretic,False,4.5,269
756,False,"['Comedy', 'Fantasy']",11852,en,The Hot Chick,11.785,2002-12-13,The Hot Chick,False,5.7,827
757,False,"['Action', 'Comedy', 'Crime']",96,en,Beverly Hills Cop II,11.031,1987-05-18,Beverly Hills Cop II,False,6.3,1158
758,False,"['Comedy', 'Drama']",9032,en,Big Daddy,10.043,1999-06-25,Big Daddy,False,6.3,1787
759,False,"['Drama', 'Music', 'Romance']",10376,it,La leggenda del pianista sull'oceano,8.905,1998-10-28,The Legend of 1900,False,8.3,1188
760,False,"['Adventure', 'Drama']",983,en,The Man Who Would Be King,7.378,1975-12-17,The Man Who Would Be King,False,7.6,262
761,False,"['Action', 'Science Fiction', 'Thriller']",19959,en,Surrogates,13.588,2009-09-25,Surrogates,False,6.0,1898
762,False,['Science Fiction'],2067,en,Mission to Mars,11.158,2000-03-10,Mission to Mars,False,5.9,691
763,False,"['Horror', 'Comedy']",58151,en,Fright Night,5.87,2011-08-19,Fright Night,False,6.1,1065
764,False,"['Action', 'Animation', 'Mystery']",40662,en,Batman: Under the Red Hood,9.284,2010-07-27,Batman: Under the Red Hood,False,7.7,796
765,False,"['Fantasy', 'Animation', 'Comedy', 'Family']",11114,en,Pete's Dragon,8.039,1977-11-03,Pete's Dragon,False,6.3,368
766,False,"['Drama', 'Romance']",1443,en,The Virgin Suicides,11.908,2000-04-21,The Virgin Suicides,False,7.1,1643
767,False,"['Crime', 'Drama', 'Western']",338766,en,Hell or High Water,10.262,2016-08-12,Hell or High Water,False,7.3,2556
768,False,"['Romance', 'Comedy']",24122,en,The Rebound,9.515,2009-09-16,The Rebound,False,6.1,425
769,False,"['Drama', 'Thriller']",582,de,Das Leben der Anderen,8.446,2006-06-06,The Lives of Others,False,8.1,1783
770,False,"['Crime', 'Drama']",82633,en,Lawless,10.596,2012-08-29,Lawless,False,7.0,1721
771,False,['Comedy'],11890,en,Oscar,7.964,1991-04-26,Oscar,False,6.3,246
772,False,"['Comedy', 'Drama', 'Romance']",19913,en,(500) Days of Summer,13.077,2009-07-17,(500) Days of Summer,False,7.2,5871
773,False,"['Comedy', 'Crime', 'Thriller']",9430,en,Go,9.44,1999-04-09,Go,False,7.0,324
774,False,['Horror'],923,en,Dawn of the Dead,9.851,1979-04-19,Dawn of the Dead,False,7.5,990
775,False,"['Thriller', 'Drama', 'Crime']",1900,en,Traffic,9.515,2000-12-27,Traffic,False,7.0,1027
776,False,"['Action', 'Thriller', 'Science Fiction']",18501,en,Gamer,10.447,2009-09-04,Gamer,False,5.6,1279
777,False,"['Comedy', 'Drama', 'Romance']",284,en,The Apartment,10.19,1960-06-15,The Apartment,False,8.2,961
778,False,"['Adventure', 'Comedy', 'Science Fiction']",1648,en,Bill & Ted's Excellent Adventure,10.489,1989-02-17,Bill & Ted's Excellent Adventure,False,6.8,801
779,False,"['Crime', 'Drama', 'Family']",257,en,Oliver Twist,7.789,2005-09-23,Oliver Twist,False,6.7,625
780,False,"['Crime', 'Mystery', 'Thriller']",3093,en,Basic Instinct 2,9.865,2006-03-31,Basic Instinct 2,False,4.8,344
781,False,"['Comedy', 'Drama']",10663,en,The Waterboy,12.264,1998-11-06,The Waterboy,False,5.9,911
782,False,['Drama'],866,en,Finding Neverland,8.102,2004-11-11,Finding Neverland,False,7.3,2354
783,False,"['Action', 'Thriller']",59961,en,Safe House,11.643,2012-02-10,Safe House,False,6.4,2067
784,False,"['Comedy', 'War']",8290,fr,La Grande Vadrouille,9.651,1966-12-20,Don't Look Now: We're Being Shot At,False,7.9,643
785,False,[],624848,de,Warum Schnecken keine Beine haben,5.92,2019-09-09,Why Slugs Have No Legs,False,0.0,0
786,False,"['Drama', 'Romance']",491473,en,Gloria Bell,10.202,2019-03-08,Gloria Bell,False,6.1,91
787,False,"['Animation', 'Family']",49953,en,A Turtle's Tale: Sammy's Adventures,11.564,2011-03-25,A Turtle's Tale: Sammy's Adventures,False,5.8,345
788,False,"['Comedy', 'Drama']",270010,en,A Hologram for the King,11.627,2016-04-22,A Hologram for the King,False,5.8,623
789,False,['Thriller'],529962,en,The Perfection,9.273,2018-09-20,The Perfection,False,6.5,469
790,False,"['Action', 'Comedy', 'Crime', 'Western']",1969,es,Bandidas,8.214,2006-01-18,Bandidas,False,5.9,592
791,False,"['Horror', 'Science Fiction', 'Thriller']",13812,en,Quarantine,7.758,2008-10-10,Quarantine,False,5.6,615
792,False,"['Animation', 'Comedy', 'Family']",65759,en,Happy Feet Two,8.93,2011-11-17,Happy Feet Two,False,5.9,797
793,False,"['Comedy', 'Drama', 'War']",651,en,M*A*S*H,10.462,1970-01-25,M*A*S*H,False,7.1,439
794,False,"['Action', 'Adventure', 'Drama']",263341,en,"Crouching Tiger, Hidden Dragon: Sword of Destiny",9.763,2016-02-26,"Crouching Tiger, Hidden Dragon: Sword of Destiny",False,5.9,311
795,False,"['Crime', 'Drama']",122081,en,Spring Breakers,9.349,2013-03-15,Spring Breakers,False,5.1,2592
796,False,[],624844,en,Locals Only,5.919,2019-09-09,Locals Only,False,0.0,0
797,False,['Action'],10413,en,Nowhere to Run,9.262,1993-01-15,Nowhere to Run,False,5.8,243
798,False,"['Thriller', 'Crime']",10909,en,Kalifornia,8.596,1993-09-03,Kalifornia,False,6.7,378
799,False,"['Action', 'Thriller', 'War']",75674,en,Act of Valor,9.042,2012-02-24,Act of Valor,False,6.3,608
800,False,"['Crime', 'Drama']",11699,en,The Bad Lieutenant: Port of Call - New Orleans,11.501,2009-11-20,The Bad Lieutenant: Port of Call - New Orleans,False,6.1,553
801,False,"['Adventure', 'Comedy', 'Drama', 'Family', 'Fantasy']",9447,en,Babe: Pig in the City,9.279,1998-11-25,Babe: Pig in the City,False,5.4,652
802,False,"['Action', 'Comedy', 'Horror', 'Science Fiction', 'Thriller']",10829,en,Tremors 3: Back to Perfection,7.036,2001-10-02,Tremors 3: Back to Perfection,False,5.4,276
803,False,"['Comedy', 'Music']",341012,en,Popstar: Never Stop Never Stopping,9.089,2016-06-03,Popstar: Never Stop Never Stopping,False,6.6,708
804,False,"['Adventure', 'Action', 'Drama', 'Science Fiction', 'Thriller']",9886,en,Johnny Mnemonic,11.199,1995-05-26,Johnny Mnemonic,False,5.7,636
805,False,"['History', 'Romance']",1904,en,Memoirs of a Geisha,7.925,2005-12-06,Memoirs of a Geisha,False,7.6,1392
806,False,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Science Fiction']",9824,en,Mystery Men,8.211,1999-08-06,Mystery Men,False,5.8,411
807,False,"['Drama', 'Thriller', 'Romance']",10497,en,Bitter Moon,8.997,1994-03-11,Bitter Moon,False,7.0,251
808,False,['Drama'],540709,es,Ema,7.775,2019-09-08,Ema,False,5.8,11
809,False,['Action'],9399,en,Lionheart,8.822,1991-01-11,Lionheart,False,6.1,361
810,False,['Drama'],13461,it,Melissa P.,12.93,2005-11-18,Melissa P.,False,4.0,266
811,False,"['Crime', 'Drama', 'Mystery']",11929,en,Dolores Claiborne,9.586,1995-03-24,Dolores Claiborne,False,7.2,331
812,False,"['Crime', 'Thriller']",276907,en,Legend,11.052,2015-11-20,Legend,False,6.8,1795
813,False,"['Drama', 'Romance']",19542,en,The Red Shoes,7.586,1948-09-06,The Red Shoes,False,8.2,230
814,False,"['Action', 'Adventure', 'Crime', 'Thriller']",8195,en,Ronin,12.828,1998-09-25,Ronin,False,6.9,1153
815,False,['Drama'],705,en,All About Eve,11.711,2000-10-06,All About Eve,False,8.2,718
816,False,['Comedy'],188222,en,Entourage,14.361,2015-06-03,Entourage,False,6.2,659
817,False,"['Thriller', 'Action', 'Crime', 'Drama']",9594,en,Double Impact,10.285,1991-08-10,Double Impact,False,5.5,408
818,False,"['Comedy', 'Fantasy', 'Horror']",765,en,Evil Dead II,11.89,1987-03-13,Evil Dead II,False,7.6,1407
819,False,"['Action', 'Adventure', 'Thriller']",1639,en,Speed 2: Cruise Control,7.841,1997-06-13,Speed 2: Cruise Control,False,4.3,829
820,False,"['Horror', 'Science Fiction', 'Thriller']",5876,en,The Mist,10.889,2007-11-21,The Mist,False,6.8,2600
821,False,"['Animation', 'Comedy', 'Family', 'Adventure', 'Fantasy']",12222,en,Horton Hears a Who!,11.922,2008-03-03,Horton Hears a Who!,False,6.3,1842
822,False,['Drama'],565341,en,The Sound of Silence,23.583,2019-09-13,The Sound of Silence,False,10.0,4
823,False,"['Action', 'Drama', 'History', 'War']",316152,en,Free State of Jones,8.524,2016-06-24,Free State of Jones,False,6.6,810
824,False,"['Drama', 'Thriller']",9264,en,Poison Ivy,7.958,1992-05-08,Poison Ivy,False,5.3,158
825,False,"['Drama', 'Romance']",420622,en,Professor Marston and the Wonder Women,10.033,2017-10-13,Professor Marston and the Wonder Women,False,7.2,386
826,False,"['Drama', 'Horror', 'Thriller']",10998,en,Fatal Attraction,12.608,1987-09-11,Fatal Attraction,False,6.8,641
827,False,"['Action', 'Drama', 'Thriller']",74998,en,Seeking Justice,8.689,2012-03-16,Seeking Justice,False,5.9,551
828,False,['Thriller'],627579,en,Identity Theft of a Cheerleader,8.366,2019-09-07,Identity Theft of a Cheerleader,False,0.0,0
829,False,"['Comedy', 'Drama', 'Romance']",126250,da,Den skaldede frisør,6.94,2012-10-10,Love Is All You Need,False,5.9,161
830,False,"['Animation', 'Fantasy', 'Family', 'Adventure', 'Comedy']",22586,en,The Swan Princess,10.497,1994-11-18,The Swan Princess,False,6.6,542
831,False,"['Adventure', 'Animation', 'Fantasy', 'Family']",10539,en,James and the Giant Peach,10.072,1996-04-12,James and the Giant Peach,False,6.4,691
832,False,"['Action', 'Thriller']",216282,en,Into the Storm,8.19,2014-08-08,Into the Storm,False,5.9,1218
833,False,"['Action', 'Drama', 'Fantasy']",37958,en,Immortals,10.089,2011-11-11,Immortals,False,5.8,1475
834,False,['Horror'],13207,en,Friday the 13th,10.546,2009-02-13,Friday the 13th,False,5.7,1254
835,False,"['Thriller', 'Horror']",351211,en,Blair Witch,10.625,2016-09-16,Blair Witch,False,5.0,1151
836,False,"['Fantasy', 'Horror', 'Mystery']",503919,en,The Lighthouse,8.406,2019-10-18,The Lighthouse,False,0.0,8
837,False,"['Music', 'Drama', 'Romance']",85446,en,Step Up Revolution,12.908,2012-07-27,Step Up Revolution,False,6.9,1311
838,False,"['Drama', 'History', 'War']",11101,de,Stalingrad,10.108,1994-04-15,Stalingrad,False,7.3,223
839,False,"['Adventure', 'Drama', 'Family']",1265,en,Bridge to Terabithia,11.182,2007-02-16,Bridge to Terabithia,False,7.2,2546
840,False,"['Animation', 'Comedy', 'Fantasy', 'Family']",9297,en,Monster House,10.793,2006-07-21,Monster House,False,6.5,2093
841,False,"['Comedy', 'Romance']",9522,en,Wedding Crashers,11.438,2005-07-15,Wedding Crashers,False,6.4,2605
842,False,"['Adventure', 'Mystery', 'Science Fiction']",1685,en,Beneath the Planet of the Apes,8.204,1970-05-26,Beneath the Planet of the Apes,False,6.2,592
843,False,"['Action', 'Comedy', 'Drama', 'Family']",11164,en,D2: The Mighty Ducks,8.931,1994-03-25,D2: The Mighty Ducks,False,5.9,252
844,False,"['Drama', 'Family', 'Animation', 'Adventure', 'Music']",4978,en,An American Tail,8.856,1986-11-21,An American Tail,False,6.7,697
845,False,"['Adventure', 'Animation', 'Comedy', 'Fantasy', 'Family']",10192,en,Shrek Forever After,16.706,2010-05-16,Shrek Forever After,False,6.2,4053
846,False,"['Fantasy', 'Action', 'Thriller', 'Crime', 'Science Fiction', 'Mystery']",9597,fr,Vidocq,7.82,2007-01-02,Vidocq,False,5.8,260
847,False,"['Animation', 'Comedy', 'Family']",50359,en,Hop,10.961,2011-04-01,Hop,False,5.6,651
848,False,"['Action', 'Crime', 'Thriller']",76640,en,The Last Stand,9.513,2013-01-12,The Last Stand,False,5.9,1750
849,False,"['Comedy', 'Romance', 'Drama']",639,en,When Harry Met Sally...,12.206,1989-07-21,When Harry Met Sally...,False,7.4,2062
850,False,"['Animation', 'Comedy', 'Family']",9907,en,Barnyard,8.796,2006-08-04,Barnyard,False,5.5,500
851,False,"['Mystery', 'Thriller', 'Drama']",617,en,Wild Things,9.907,1998-03-20,Wild Things,False,6.3,795
852,False,['Comedy'],38365,en,Grown Ups,11.673,2010-06-24,Grown Ups,False,6.2,3319
853,False,"['Action', 'Adventure', 'Science Fiction', 'Thriller']",172,en,Star Trek V: The Final Frontier,8.706,1989-06-09,Star Trek V: The Final Frontier,False,5.7,607
854,False,"['Comedy', 'Drama', 'Romance']",14072,hi,रब ने बना दी जोड़ी,8.272,2008-12-12,Rab Ne Bana Di Jodi,False,6.7,113
855,False,"['Drama', 'History', 'War']",205,en,Hotel Rwanda,11.183,2004-12-22,Hotel Rwanda,False,7.7,1489
856,False,"['Horror', 'Mystery', 'Science Fiction', 'Thriller']",11850,en,Invasion of the Body Snatchers,10.143,1978-12-20,Invasion of the Body Snatchers,False,7.3,416
857,False,"['Crime', 'Drama', 'Mystery', 'Thriller']",395458,en,Suburbicon,9.712,2017-10-27,Suburbicon,False,5.8,929
858,False,['Western'],11897,en,How the West Was Won,9.794,1962-11-01,How the West Was Won,False,7.2,172
859,False,"['Action', 'Science Fiction', 'Thriller']",865,en,The Running Man,13.193,1987-11-13,The Running Man,False,6.5,1174
860,False,"['Romance', 'Drama']",44114,es,Castillos de cartón,12.092,2009-11-11,3some,False,5.9,18
861,False,['Drama'],228970,en,Wild,10.917,2014-12-05,Wild,False,7.0,1496
862,False,"['Mystery', 'Science Fiction', 'Thriller']",431,en,Cube,9.648,1998-09-11,Cube,False,6.9,2343
863,False,"['Comedy', 'Horror']",814,en,An American Werewolf in London,9.142,1981-08-21,An American Werewolf in London,False,7.3,1040
864,False,"['Action', 'Animation']",379291,en,Justice League vs. Teen Titans,8.507,2016-03-29,Justice League vs. Teen Titans,False,6.9,392
865,False,"['Action', 'Adventure', 'Science Fiction']",82700,en,After Earth,13.649,2013-05-31,After Earth,False,5.1,4326
866,False,['Drama'],597088,ka,And Then We Danced,23.227,2019-09-13,And Then We Danced,False,10.0,2
867,False,"['Horror', 'Mystery', 'Thriller']",284564,en,31,10.084,2016-10-21,31,False,5.2,389
868,False,"['Horror', 'Action', 'Fantasy']",22894,en,Legion,12.021,2010-01-22,Legion,False,5.4,1210
869,False,"['Action', 'Animation', 'Science Fiction']",487672,en,Reign of the Supermen,9.926,2019-02-15,Reign of the Supermen,False,6.8,189
870,False,"['Adventure', 'Comedy', 'Drama', 'History']",319888,en,Eddie the Eagle,8.124,2016-02-26,Eddie the Eagle,False,7.2,1249
871,False,"['Comedy', 'Crime', 'Drama']",2757,en,Adaptation.,7.793,2002-12-06,Adaptation.,False,7.4,1219
872,False,"['Western', 'Romance']",11853,en,Bad Girls,8.441,1994-04-22,Bad Girls,False,5.0,100
873,False,"['Adventure', 'Drama']",5915,en,Into the Wild,11.0,2007-09-21,Into the Wild,False,7.8,5962
874,False,"['Action', 'Crime', 'Drama', 'Thriller', 'Mystery']",9333,en,Last Man Standing,8.967,1996-09-20,Last Man Standing,False,6.3,426
875,False,"['Adventure', 'Comedy', 'Fantasy', 'Music', 'Science Fiction']",1649,en,Bill & Ted's Bogus Journey,12.779,1991-07-19,Bill & Ted's Bogus Journey,False,6.2,524
876,False,"['Drama', 'Romance']",142,en,Brokeback Mountain,12.324,2005-12-09,Brokeback Mountain,False,7.8,3545
877,False,"['Action', 'Adventure', 'Crime', 'Drama', 'Thriller']",13572,en,Twisted,7.968,2004-02-27,Twisted,False,5.4,241
878,False,"['Drama', 'Music', 'Romance']",440298,pl,Zimna wojna,11.29,2019-03-22,Cold War,False,7.6,602
879,False,"['Action', 'Adventure', 'Drama', 'History', 'War']",10479,en,Rules of Engagement,10.192,2000-04-07,Rules of Engagement,False,6.1,304
880,False,"['Action', 'Adventure', 'Comedy', 'Family', 'Fantasy']",6589,en,Underdog,7.618,2007-08-03,Underdog,False,4.9,345
881,False,"['Drama', 'Action']",8456,en,Never Back Down,14.331,2008-03-04,Never Back Down,False,6.6,1159
882,False,"['Thriller', 'Animation', 'Action', 'Crime']",242643,en,Batman: Assault on Arkham,9.586,2014-08-12,Batman: Assault on Arkham,False,7.3,540
883,False,"['Action', 'Horror', 'Science Fiction']",1577,en,Resident Evil: Apocalypse,7.796,2004-09-10,Resident Evil: Apocalypse,False,6.2,2294
884,False,"['Horror', 'Thriller']",15516,en,The Last House on the Left,8.352,1972-08-30,The Last House on the Left,False,6.1,271
885,False,"['Animation', 'Drama', 'Romance']",38142,ja,秒速5センチメートル,9.205,2007-10-11,5 Centimeters per Second,False,7.3,909
886,False,"['Romance', 'Comedy']",272693,en,The DUFF,10.85,2015-02-20,The DUFF,False,6.8,3148
887,False,['Drama'],10997,zh,霸王别姬,8.527,1993-09-16,Farewell My Concubine,False,8.0,198
888,False,"['Drama', 'Romance']",4348,en,Pride & Prejudice,11.079,2005-11-11,Pride & Prejudice,False,7.9,3528
889,False,"['Action', 'Crime', 'Thriller']",2749,en,15 Minutes,9.016,2001-03-01,15 Minutes,False,5.8,345
890,False,"['Comedy', 'Romance']",10761,en,Made of Honor,8.605,2008-05-02,Made of Honor,False,6.3,901
891,False,['Comedy'],353576,en,The Con Is On,10.966,2018-05-04,The Con Is On,False,4.1,63
892,False,"['Drama', 'Thriller', 'Adventure']",204,fr,Le salaire de la peur,9.026,1955-02-16,The Wages of Fear,False,8.1,341
893,False,['Drama'],157851,en,Maps to the Stars,8.174,2015-02-27,Maps to the Stars,False,6.1,629
894,False,"['Drama', 'Romance']",577970,id,Dilan 1991,9.495,2019-02-28,Dilan 1991,False,5.8,8
895,False,"['Science Fiction', 'Romance']",9663,en,Starman,10.814,1984-12-14,Starman,False,6.8,371
896,False,"['Animation', 'Action', 'Drama', 'Science Fiction']",487670,en,The Death of Superman,10.135,2018-07-03,The Death of Superman,False,7.4,281
897,False,"['Comedy', 'Mystery']",512,en,Scoop,10.17,2006-07-27,Scoop,False,6.5,823
898,False,"['Drama', 'History', 'Thriller']",453201,en,The 15:17 to Paris,9.683,2018-02-09,The 15:17 to Paris,False,5.3,858
899,False,"['Horror', 'Science Fiction', 'Thriller']",10344,en,The Fly II,6.739,1989-02-10,The Fly II,False,5.3,269
900,False,"['Comedy', 'Drama']",411741,en,Ingrid Goes West,9.738,2017-08-11,Ingrid Goes West,False,6.5,449
901,False,"['Animation', 'Family', 'Fantasy']",26963,en,The Secret of Kells,8.004,2009-12-04,The Secret of Kells,False,7.5,293
902,False,"['Comedy', 'Drama', 'Family', 'Music', 'TV Movie']",10947,en,High School Musical,10.078,2006-01-20,High School Musical,False,6.5,2806
903,False,['Drama'],522039,en,The Last Black Man in San Francisco,11.684,2019-06-14,The Last Black Man in San Francisco,False,7.7,27
904,False,"['Comedy', 'Drama']",9291,en,The Longest Yard,13.57,2005-05-27,The Longest Yard,False,6.4,1649
905,False,"['Action', 'Comedy', 'Fantasy', 'Science Fiction']",9067,en,Tank Girl,9.576,1995-03-31,Tank Girl,False,5.5,243
906,False,"['Action', 'Drama']",447665,en,Kickboxer: Retaliation,9.18,2018-01-26,Kickboxer: Retaliation,False,4.9,97
907,False,"['Action', 'Thriller']",10222,en,Kickboxer,9.05,1989-09-09,Kickboxer,False,6.4,507
908,False,"['Horror', 'Thriller']",11133,en,Poltergeist II: The Other Side,7.738,1986-05-23,Poltergeist II: The Other Side,False,5.8,288
909,False,"['Action', 'Crime', 'Drama', 'Thriller']",916,en,Bullitt,9.214,1968-10-17,Bullitt,False,7.2,474
910,False,['Comedy'],9451,en,Election,9.739,1999-04-23,Election,False,6.8,499
911,False,"['Action', 'Comedy']",10189,en,Pineapple Express,9.434,2008-08-06,Pineapple Express,False,6.6,2056
912,False,"['Comedy', 'Drama', 'Romance']",82693,en,Silver Linings Playbook,12.565,2012-12-25,Silver Linings Playbook,False,7.1,7917
913,False,"['Drama', 'Crime', 'Comedy']",2,fi,Ariel,11.032,1989-08-10,Ariel,False,6.9,81
914,False,['Comedy'],9757,en,Norbit,9.403,2007-02-08,Norbit,False,5.2,1017
915,False,"['Romance', 'Fantasy', 'Horror']",314405,it,Il racconto dei racconti,7.284,2015-09-04,Tale of Tales,False,6.2,893
916,False,['Comedy'],2539,en,Spanglish,9.827,2004-12-17,Spanglish,False,5.9,697
